first_name,last_name,birth_date
Vidar,Eppinger,12/21/1961
Shir,Kranzdorf,8/12/1963
Paddy,Kroon,1/27/1953
Kyoichi,Fortenbacher,2/26/1953
Sailaja,Majewski,5/29/1960
Zissis,Berstel,2/15/1961
Bernt,Lowrie,4/2/1952
Xinan,Schwaller,11/21/1963
Gita,Holburn,4/10/1952
Luise,Shihab,4/10/1954
Debaprosad,Halevi,3/27/1955
Jaideep,Snyers,6/23/1954
Samphel,Pelc,10/25/1960
Kolar,Constantine,3/21/1964
Christoph,Swen,10/31/1959
Margo,Riexinger,12/1/1964
Marke,Yurov,4/16/1962
Guiseppe,Mahnke,6/19/1960
Zhigen,Binding,10/8/1959
Dannz,Vuskovic,3/12/1962
Adas,Gewali,12/11/1960
Fay,Bodoff,4/1/1953
Aleksander,Wursthorn,11/4/1960
Serap,Klyachko,9/11/1964
Hidde,Mawatari,8/3/1956
Owen,Ranft,7/30/1957
Tuval,Samarati,7/8/1962
Xiaobin,Ruther,7/10/1953
Ferdinand,Bernatsky,10/9/1961
Rafols,Ossenbruggen,2/22/1961
Lansing,Crelier,6/28/1963
Weiyi,Braunschweig,8/14/1963
Mohammed,Cannard,8/13/1959
Youssef,Miyakawa,8/3/1955
Dante,Fandrianto,7/3/1964
Jiafu,Stellhorn,7/26/1959
Holgard,Heering,11/21/1962
Patricio,Lemarechal,10/17/1954
Soenke,Dulin,6/4/1952
Vesna,Morton,12/7/1958
Shakhar,Couchot,6/3/1958
Mechthild,Junot,7/14/1957
Diederik,Dehkordi,5/10/1957
Ramya,Ciolek,12/19/1954
Chiranjit,Sichman,5/15/1955
Kayoko,Perry,7/2/1956
Vatsa,Binding,6/16/1957
Subhash,Christianini,9/20/1963
Shaunak,Roohalamini,1/5/1954
Youpyo,Khasidashvili,11/12/1963
Chinhyun,Merks,6/19/1962
Dulce,Hofmeyr,1/30/1959
Sanjit,Limongiello,11/19/1962
Panayotis,Fabrizio,1/12/1960
Unal,Binkley,9/4/1961
Katsuyuki,Brobst,8/23/1952
Tadahiro,Hutter,1/15/1956
Patricio,Naudin,10/12/1961
Lene,Selenyi,7/28/1954
Danai,Lowrie,6/21/1958
Venkatesan,Marakhovsky,6/12/1957
Muneo,Thombley,3/19/1960
Srinidhi,Bojadziev,12/7/1953
Arve,Juneja,10/15/1959
Murthy,Waeselynck,2/19/1956
Michaela,Wallrath,7/6/1962
Udaiprakash,Morrey,9/21/1953
Youngkon,Swist,4/29/1956
Toshimi,Sigstam,6/21/1959
Jayson,Rothenberg,7/17/1957
Shahid,Cannata,12/16/1960
Yucel,Lorie,1/24/1963
Conal,Mikschl,8/29/1953
Masako,Molenkamp,6/10/1958
Roddy,Yeung,3/9/1954
Tadanori,Spataro,8/3/1963
Limsoon,Menyhert,3/21/1963
Keung,Picco,9/1/1963
Aiman,Perly,8/10/1956
Navin,Marrevee,12/7/1961
Amalendu,Leaver,3/18/1962
Zissis,Salinas,7/28/1956
Jianwen,Schwaller,5/28/1956
Aiichiro,Perng,9/27/1964
Chuanti,Baek,3/30/1962
Syozo,Gischer,6/10/1954
Danai,Godskesen,10/24/1954
Valeri,Albarhamtoshy,4/11/1952
Hilari,Terkki,7/2/1962
Ger,Bain,7/7/1961
Xinan,Marletta,11/25/1961
Yucai,Thimonier,10/13/1955
Idoia,Garnick,5/12/1956
Marin,Schmiedel,11/10/1954
Paris,Geffroy,8/23/1960
Steve,Tibblin,5/8/1960
Charlene,Verspoor,1/12/1965
Zhanqiu,Gente,1/1/1954
Arve,Vuskovic,9/10/1956
Fumino,Champarnaud,4/30/1958
Gill,Manders,6/18/1961
Anwar,Alblas,5/15/1957
Jeong,Selvestrel,7/14/1955
Yurij,Yurov,12/5/1963
Basim,Litvinov,4/19/1962
Jinxi,Nittel,11/12/1964
Dietrich,Braunschweig,12/31/1958
Fumiya,Asmuth,7/3/1961
Gurbir,Zedlitz,5/17/1964
Sreenivas,Naudin,10/9/1962
Muneo,Zlotek,4/22/1960
Basim,Barreiro,7/21/1953
Jiang,Munch,2/18/1956
Taizo,Nishimukai,2/12/1953
Susuma,Peha,3/8/1955
Seongbin,Schmiedel,2/15/1957
Khatoun,Ramsak,5/27/1960
Jingling,Heystek,1/6/1959
Moto,Pleszkun,10/10/1964
Berhard,Dehkordi,3/2/1960
Matk,Erman,8/17/1961
Kenton,Skrikant,3/4/1958
Peer,Dengi,7/8/1953
Conrado,Anandan,6/17/1957
Falguni,Versino,9/26/1957
Kinh,Pollock,7/30/1953
Morris,Stroustrup,3/12/1963
Luigi,Falco,3/3/1964
Doohun,Baba,4/28/1960
Alselm,Ouhyoung,5/7/1961
Jaideep,Giaccio,6/12/1964
Shunichi,Szmurlo,1/31/1960
Jolita,Hanabata,10/9/1959
Geoff,Speel,11/28/1960
Munehiro,Munke,10/21/1956
Bernardo,Oppitz,6/2/1960
Edwin,Griswold,3/2/1964
Kasturi,Chvatal,5/19/1963
Vitaly,Kalorkoti,1/20/1964
Xiaoheng,Hiyoshi,2/9/1962
Mitsuyuki,Siksek,10/11/1960
Kwun,McFarlan,6/4/1954
Fan,Ciolek,12/15/1957
Baoqiu,Michaeli,2/11/1958
Mandell,Mandell,9/13/1963
Aamer,Huhdanpaa,11/2/1955
Sailaja,Engelmann,5/22/1956
Hausi,Schaar,11/30/1957
Terresa,Bondorf,12/5/1961
Pranav,Perez,7/25/1957
Insup,Millington,7/24/1955
Masamitsu,Veccia,11/4/1964
Naftaly,Broomell,4/8/1963
Bartek,Feldmann,9/16/1961
Dipankar,Ponthieu,6/27/1958
Abdulah,Ferretti,2/22/1960
Heping,Cronan,5/12/1952
Yefim,Doering,12/15/1962
Xiaoheng,Antonisse,1/10/1963
Frederique,Milicia,9/10/1954
Gunilla,Anido,10/13/1952
Behnaam,Wroclawski,10/19/1957
Tuval,Scharstein,5/10/1959
Ekawit,Busillo,9/3/1954
Shaowei,Yoshimura,10/3/1952
Mayumi,Shackell,8/14/1952
Leni,Schahn,8/13/1964
Florian,Anick,3/3/1954
Vasilis,Stranks,4/30/1953
Sungwon,Boissier,3/1/1961
Kenton,Panienski,12/16/1957
Tetsurou,Merli,6/2/1954
Yuchang,Sessa,2/20/1958
Gladys,Shackel,10/6/1957
Jaewoo,Suwa,12/29/1963
Marsha,Albarhamtoshy,6/6/1964
Jinxi,Randi,3/25/1954
Owen,Miake,1/21/1957
Sachin,Erdmenger,10/18/1960
Joydip,Mitzlaff,11/2/1960
Maren,Rosay,7/27/1963
Yuichiro,Honiden,6/23/1960
Jaroslava,Schmittgen,7/14/1962
Ziyad,Anily,12/22/1961
Mohd,Salinas,1/28/1964
Pranjal,Wuwongse,3/15/1961
Waiman,McClurg,4/10/1963
Eirik,Polupanov,5/15/1960
Gunilla,Heering,9/12/1955
Vitali,Alpin,6/14/1960
Ger,Gecsel,4/24/1959
Cullen,Luke,9/9/1960
Boriana,Linares,10/4/1954
Gina,Tanemo,10/19/1958
Woody,Dayang,10/24/1955
Herb,Besselaar,9/16/1958
Rayond,Falster,3/9/1955
Jolita,Gadepally,3/2/1952
Masami,Eastman,6/7/1953
Gay,Scharstein,10/29/1953
Volkmar,Levergood,8/25/1952
Freyja,Salvesen,10/31/1962
Xiaoqiu,Lambe,7/24/1963
Munir,Riexinger,7/24/1955
Renee,Makinen,11/18/1957
Jahangir,Siepmann,1/16/1962
Xiahua,Tchuente,2/5/1958
Harngdar,Papsdorf,12/16/1953
Nakhoon,Aloia,8/16/1953
Jagoda,Kropatsch,2/25/1959
Stein,Birjandi,2/28/1960
Indrajit,Fiutem,10/1/1960
Dietrich,Cooley,2/21/1962
Kwangho,Lovengreen,12/21/1954
Kazunori,Eiron,9/30/1958
Mana,Suessmith,9/8/1956
Minghong,Munke,6/16/1952
Sergi,Wendorf,1/28/1953
Snehasis,Kavanagh,7/4/1954
Gou,Plessier,6/30/1953
Zhiguo,Muntz,2/28/1960
Mart,Sifakis,4/28/1957
Jianhui,Eterovic,4/22/1955
Guther,Silva,3/23/1961
Thodoros,Bernini,5/3/1959
Janche,Hebert,6/24/1964
Fai,Gonthier,10/18/1961
Yongdong,Ananiadou,10/29/1956
Anoosh,Plumb,8/22/1960
Brendon,Speel,5/5/1957
Hyuncheol,Tsunoo,2/4/1953
Maia,Berztiss,7/27/1959
Sushant,Qiwen,5/10/1964
Changho,Matzat,4/21/1955
Guiseppe,Nivat,5/9/1953
Sanjit,Kropp,12/31/1964
Mitchel,Solares,12/29/1963
Pohua,Backhouse,12/21/1952
Isaac,Perez,12/13/1953
Ult,Mitchem,5/24/1954
Luigi,Makrucki,12/29/1959
Seongbin,Leslie,7/17/1961
Nahid,Luff,10/7/1953
Carrsten,Muntz,11/16/1963
Genki,Redmiles,11/13/1963
Greger,Kandlur,2/12/1959
Basil,McConalogue,6/20/1957
Nikolaos,Servieres,10/9/1958
Radhia,Otillio,3/20/1957
Geoffry,Stranks,10/14/1962
Xuejia,Brookner,4/8/1964
Martina,Felder,6/20/1961
Heping,Pocchiola,4/25/1959
Shen,Alpay,1/27/1960
Ronghao,Lunt,4/1/1964
Branimir,Pocchiola,8/17/1963
Geoffrey,Perfilyeva,7/17/1961
Malu,Sidje,4/17/1960
Christophe,Rahier,8/20/1955
Fatemeh,Penn,10/11/1953
Jaana,Streng,10/6/1952
Martien,Mandell,12/8/1961
Tomoyuki,Sifakis,12/16/1953
Gilbert,McFarlan,11/24/1960
Yurii,Lanteri,7/8/1954
Josyula,Fujisaki,7/3/1953
Serif,Legleitner,1/12/1958
Tomofumi,Loncour,12/19/1961
Rosalyn,Yurek,7/26/1952
Shahaf,Magliocco,3/22/1964
Moto,Bruckman,12/27/1962
Nathalie,Lieblein,1/6/1956
Constantine,Besancenot,8/12/1959
Sugwoo,Lipner,6/3/1957
Duke,Polajnar,2/6/1956
Mara,Beidas,3/26/1958
Goncalo,Selenyi,3/16/1953
Satyanarayana,Tetzlaff,3/7/1957
Gritta,Henders,3/17/1955
Chandrasekaran,Osgood,5/12/1960
Barun,Klyachko,2/21/1959
Tua,Molenkamp,10/15/1952
Bluma,Ruther,11/30/1952
Ipke,Ozeri,10/21/1964
Duri,Panwar,1/8/1962
Sangeeta,Goldhammer,8/26/1954
Shigehito,Kaelbling,3/14/1960
Tonia,Srimani,12/2/1961
Takahira,Calkin,11/8/1957
Youssef,Varker,6/21/1954
Hairong,Fasbender,4/27/1960
Denis,Stamatiou,8/13/1959
Shounak,Guenter,7/20/1958
Yannis,Tyugu,7/10/1952
Marin,Falster,1/15/1959
Paraskevi,Ramsey,10/22/1959
Zeydy,Biran,10/11/1960
Behnaam,Lundstrom,6/26/1961
Chenxi,Kolinko,10/13/1961
Khedija,Pluym,10/21/1952
Ashish,Ossenbruggen,11/3/1963
Surveyors,Cummings,2/19/1954
Masamitsu,Niizuma,4/24/1959
Paloma,Manderick,7/20/1961
Bangqing,Siepmann,9/4/1963
Georg,Toyoshima,7/23/1963
Aris,Nitta,9/25/1954
Berhard,Basawa,5/31/1958
Pradeep,Katzenelson,9/4/1964
Kensyu,Ranai,9/1/1959
Brigham,Tyugu,10/17/1955
Suzette,Orsini,6/27/1962
Sreekrishna,Sommer,9/15/1963
Neelam,Iwayama,9/28/1956
Ishfaq,Wendorf,1/20/1958
Sanjiv,Curless,6/26/1956
Aemilian,Stafford,8/20/1964
Kirk,Baig,1/11/1957
Paloma,Parveen,10/26/1957
Cordelia,Siepmann,4/15/1955
Brewster,Pintelas,1/7/1956
Cathie,Wursthorn,3/4/1954
Denny,Schaft,11/29/1956
Kendra,Litzkow,7/11/1962
Tristan,Attimonelli,12/2/1956
Jaihie,Waeselynck,7/25/1955
Kersti,Trystram,4/5/1961
Chandrasekaran,Ruther,7/9/1960
Rosli,Schreiter,4/19/1961
Jinxi,Jonsson,4/27/1961
Feiyu,Ramsey,12/16/1963
Mang,Munck,5/21/1955
Eishiro,Besancenot,10/3/1957
Domenico,Breugel,8/8/1954
Alair,DiGiano,3/28/1953
Sashi,Schaar,7/7/1956
Tetsushi,Oberman,4/29/1959
Lalit,Pramanik,7/11/1961
Samphel,Welham,12/8/1960
Kellyn,Takanami,7/26/1961
Spyrose,Raney,11/25/1961
Ramalingam,Grabner,8/10/1959
Jacqueline,Munch,10/25/1962
Xinan,Lorys,8/8/1952
Florina,Luke,7/24/1963
Conrado,Ozeki,3/8/1955
Kitty,Sadowsky,7/1/1958
Mario,Lichtner,5/24/1954
Peer,Biros,1/18/1954
Hironoby,Delgrande,8/25/1952
Satoru,Pehl,11/30/1953
Sergi,Pellegrinelli,6/5/1962
Zsolt,Binkley,9/22/1963
Duke,Schnabel,5/22/1953
Jinya,Fandrianto,10/12/1954
Tzu,Quaggetto,7/9/1956
Idoia,Kaltofen,4/26/1956
Lobel,Range,5/7/1963
Hidde,Collette,2/10/1959
Douadi,Manderick,12/12/1955
Greger,Soicher,5/15/1964
Christoph,Schicker,1/29/1960
Serif,Bennet,5/13/1963
Caolyn,Ressouche,5/26/1960
Bodo,Wroclawski,5/21/1960
Mrinalini,Porotnikoff,8/2/1959
Sangeeta,Azadmanesh,4/13/1960
Sastry,Gustavson,1/13/1958
Troy,Garigliano,3/18/1954
Baruch,Peyn,10/14/1952
Yechiam,Herber,6/22/1957
Xuedong,Dalton,11/13/1952
Sachin,Savasere,7/29/1955
Masamitsu,Aamodt,8/13/1956
Aiman,Crabtree,11/4/1959
Leucio,Farrel,4/14/1961
Lorien,Desikan,7/30/1962
Abdelaziz,Munro,4/24/1957
Juichirou,Zuberek,8/5/1960
Irene,Mondadori,5/21/1959
Manohar,Slobodova,2/21/1964
Aram,Zedlitz,3/16/1957
Remzi,Zallocco,5/13/1952
Tooru,Radivojevic,10/24/1957
Kazunori,Birke,7/4/1964
Miomir,Toyoshima,12/12/1961
Hugo,Crabtree,5/6/1956
Kyoichi,Cyne,5/9/1953
Jinxi,McClurg,4/28/1960
Fen,Masaki,10/15/1964
Uriel,Marzano,6/19/1959
Jouko,Cronin,8/1/1960
Oscar,Falco,10/8/1953
Baocai,Sridhar,6/17/1963
IEEE,Marquardt,5/19/1958
Yucel,Otillio,7/1/1959
Arnd,Ramaiah,8/27/1962
Kousuke,Shihab,10/14/1960
Kristen,Kisuki,6/22/1957
Martins,Spinelli,8/3/1957
Marke,Sichman,7/8/1954
Along,Kambil,3/6/1954
Gully,Neiman,3/21/1957
Luisa,Lakshmanan,5/31/1959
Marke,Yamaashi,4/20/1963
Kerryn,Bage,8/28/1955
Leszek,Heuter,9/14/1952
Jinya,Merel,9/27/1958
Arno,Maierhofer,11/20/1956
King,Thiran,7/8/1962
Dines,Garnick,10/13/1953
Qingxiang,Miyakawa,6/20/1955
Ayakannu,Marakhovsky,3/20/1956
Nathan,Stasinski,12/25/1964
Filipp,Azevdeo,6/9/1953
Nathalie,Felcyn,9/10/1962
Pramod,Rando,10/3/1955
Chikako,Homond,9/18/1962
Nakhoon,Peternell,4/20/1954
Goncalo,Cherinka,10/30/1964
Dulce,Berendt,3/28/1960
Kyoichi,Ashish,9/19/1962
Weiyi,Ernst,2/16/1955
Yinlin,Etalle,10/8/1960
Xumin,Eldridge,6/24/1954
Elvis,Gihr,8/5/1952
Yannik,Schlumberger,1/31/1955
Kristin,Falster,9/9/1963
Feixiong,Gecsel,4/22/1963
Mingdong,Uehara,6/12/1957
Waiman,Hettesheimer,1/18/1958
Margareta,Fetvedt,6/9/1957
Gianluca,Baezner,4/1/1962
Dmitry,Angelopoulos,2/6/1957
Anestis,Itzfeldt,7/16/1952
Alselm,Francisci,9/20/1961
Vasilis,Krohm,11/10/1956
Selwyn,Hertweck,1/20/1963
Gaurav,Anily,2/9/1963
Shaw,Karner,4/23/1958
Theron,Budinsky,5/8/1956
Sastry,Fabrizio,5/25/1956
Danai,Coors,3/12/1955
Fai,Hennings,4/22/1962
Ymte,Busillo,11/18/1953
Foong,Deyuan,4/13/1954
Geoffrey,Benaini,2/19/1953
Trygve,Kitai,9/30/1956
Fen,Srimani,7/23/1960
Zeljko,Neimat,9/19/1952
Nidapan,Ghazalie,9/28/1957
Josyula,Casperson,11/26/1954
Josyula,Byoun,1/15/1963
Sadok,McClurg,6/14/1956
Gou,Ritcey,6/28/1963
Zhonghui,Budinsky,6/4/1953
Kensyu,Halevi,1/10/1959
Lihong,Jumpertz,1/12/1963
Eirik,Dahlbom,6/4/1963
Goncalo,Chinin,10/25/1953
Subhrajyoti,Janetzko,6/23/1952
Kellyn,Dehkordi,7/15/1959
Yuuichi,Atchley,9/13/1955
Adam,Encarnacion,12/27/1955
Eran,Sudbeck,5/20/1963
Vidya,Vilarrasa,10/18/1964
Maia,Zeleznik,7/22/1955
Uma,Rajaraman,6/17/1957
Pranay,Mitina,1/9/1962
Uma,Picci,8/19/1958
Froduald,Suomi,1/22/1964
Snehasis,Basagni,8/5/1956
Vidya,Muntz,6/9/1960
Shaz,Merel,7/30/1957
Slavian,Ecklund,8/5/1959
Girolamo,Kadhim,5/14/1961
Yuuichi,Boudaillier,1/16/1964
Fay,Alameldin,9/2/1963
Xiaopeng,Brizzi,11/17/1953
Zijian,Gelosh,9/28/1962
Weicheng,Kaltofen,5/22/1952
Marko,Vidya,3/18/1955
Kersti,Eiter,9/14/1956
Kristen,Begiun,9/28/1963
Jianhui,Xiaoshan,4/19/1957
Shih,Gimarc,7/22/1963
Danny,Spataro,11/4/1962
Kristian,Polupanov,3/29/1954
Saniya,Yetim,8/15/1953
Sakthirel,Emmart,10/12/1959
Rimli,Jahnichen,7/5/1953
Gilbert,Masaki,1/14/1954
Nevio,Mellouli,12/4/1956
Bernt,Showalter,9/8/1962
Piyawadee,Takkinen,9/25/1958
Tesuro,Dichev,6/29/1952
Tsvetan,Olano,5/20/1957
Thanasis,Hennebert,3/11/1953
Yishai,Beznosov,2/25/1964
Roddy,Gide,7/10/1952
Uriel,Murrill,6/12/1957
Xinyu,Ouhyoung,10/1/1961
Teunis,Rodite,2/18/1963
Satosi,Ponthieu,5/9/1952
Genki,Baez,1/17/1956
Michaela,Auyong,10/18/1964
Berhard,Iwayama,9/11/1960
Lijia,Casley,4/22/1964
Peer,Olano,12/10/1955
Ewing,Mamelak,12/26/1964
Rayond,Porenta,6/18/1962
Kotesh,Fraisse,1/2/1955
Taiji,Dahlbom,5/1/1959
Suzette,Atchley,12/21/1962
Kristin,Olano,9/19/1960
Jinxi,Picel,6/26/1959
Jaroslava,Perelgut,5/16/1960
Bader,Alencar,8/9/1956
Torsten,Glinert,9/10/1957
Vojin,Braccini,5/3/1957
Percy,Felder,10/13/1956
Mikhail,Domenig,2/17/1964
Uta,Birjandi,3/31/1955
Piyush,Stasinski,7/28/1964
Ebbe,Pleszkun,12/5/1953
Yucai,Papadias,5/26/1954
Jiong,Hasenauer,8/27/1960
Yonghong,Peot,12/21/1960
Nahum,Sridhar,2/7/1960
Ulf,Bugrara,5/25/1964
Shaw,Baca,11/9/1964
Masato,Terlouw,4/16/1962
Kaijung,Munro,5/7/1953
Zhenbing,Peac,5/29/1962
Girolamo,Georgakopoulos,9/15/1963
Toney,Gruenwald,3/2/1952
Ziva,Schoegge,8/10/1952
Yifei,Krogh,5/27/1961
Berna,Georg,1/10/1961
Nakhoon,Jording,3/1/1958
Leon,Tyugu,7/12/1964
Susanna,Jayawardene,9/9/1958
Shahaf,Ginesta,5/21/1964
Constantine,Bernardinello,9/9/1956
Fuqing,Dusink,9/11/1955
Youssef,Billingsley,7/13/1962
Geoffry,Kaiser,2/26/1964
Jayesh,Suessmith,6/29/1960
Yahiko,Baaleh,7/7/1955
Vasilis,Bergere,6/19/1964
Hyuckchul,Sigstam,7/20/1962
Feixiong,Munoz,3/30/1957
Rosalie,Servieres,6/28/1952
Mostafa,Erol,9/24/1962
Kousuke,Levasseur,1/3/1965
Nigel,Stavenow,12/23/1956
Kitty,Reistad,11/15/1960
Premal,Hebert,11/18/1955
Unal,Ramaiah,5/28/1958
Arif,Pietrzykowski,4/8/1956
Vishv,Bakhtari,10/16/1964
Ute,Stiles,11/28/1964
Fei,Rosti,10/8/1955
Gunilla,Kisuki,1/30/1965
Marla,Luga,12/26/1953
Aris,Morton,1/17/1960
Fumiyo,Manders,8/6/1952
Tremaine,Erbe,2/16/1962
Ennio,Brandsma,6/24/1959
Ishfaq,Flowers,5/21/1962
Eben,Soloway,5/10/1954
Weiyi,Rathonyi,2/27/1953
Cristinel,Gide,9/17/1957
Toshimitsu,Hatcliff,11/1/1955
Eran,Yavatkar,10/21/1960
Heather,Murillo,12/26/1962
Hitofumi,Fetvedt,11/23/1953
Abdelghani,Fetvedt,7/12/1957
Serif,Legleitner,11/3/1959
Shuzo,Vanwelkenhuysen,5/19/1956
Reinhard,Kawashima,10/2/1964
Dhritiman,Kossowski,1/4/1956
Marc,Kavraki,1/1/1957
Florina,Decaestecker,10/26/1963
Yechezkel,Kuszyk,8/30/1959
Harngdar,Emiris,1/2/1962
Hitofumi,Cullers,3/14/1957
Rosalie,Steenbeek,12/8/1953
Maik,Pagter,9/20/1964
Basim,Merro,4/17/1962
Soenke,Chiodo,11/17/1957
Jianwen,Peron,8/12/1958
TRUE,Baez,10/2/1960
Wayne,Ciolek,9/28/1964
Yinlin,Dahlbom,10/25/1962
Vidar,Rosch,6/10/1962
Fumino,Kandlur,2/3/1960
Baoqiu,Etalle,2/28/1961
Remco,Bahr,4/20/1954
Aruna,Fargier,10/5/1963
Gretta,Schaad,12/5/1964
Rasikan,Dengi,1/31/1958
Shaw,Grandbois,4/22/1961
Jianhua,Ossenbruggen,12/28/1954
Akemi,Boreale,2/23/1956
Djenana,Lung,2/12/1961
Arie,Zedlitz,1/15/1959
Mingsen,Nanard,2/1/1961
Vesna,Crouzet,5/10/1953
Gita,Matzat,4/20/1964
Billur,Haumacher,3/31/1956
Susumu,Brodie,11/6/1952
Surveyors,Piancastelli,4/15/1958
Gou,Wolniewicz,5/20/1952
Koichi,Weisert,3/21/1952
Moni,Stanfel,9/15/1954
Gro,Yetim,6/20/1960
Taegyun,Cooley,7/30/1952
Mong,Bugrara,2/9/1960
Phule,Furudate,10/11/1962
Mrinalini,Yoshimura,4/3/1959
Tetsurou,Anily,5/10/1959
Sachio,Azadmanesh,6/16/1955
Gritta,Ghemri,3/29/1954
Maris,Tsukune,10/22/1958
Moto,Jonsson,9/25/1963
Holgard,Demos,3/23/1952
Hideyuki,Dulli,10/18/1953
Serge,Denny,2/26/1955
Alselm,Junot,2/12/1954
Barun,Rajcani,4/17/1958
Yishai,Weisert,9/16/1952
Martial,Setia,1/28/1953
Chandrasekaran,Gewali,2/12/1956
Xiaocheng,Undy,1/26/1960
Syozo,Peek,12/9/1964
Peternela,Strooper,4/22/1953
Maia,Norsworthy,3/31/1960
Weicheng,Bultermann,11/11/1958
Kwangyoen,Kaiserswerth,11/9/1952
Hiroyasu,Milicia,9/10/1956
Bowen,Jenevein,2/5/1955
Mihalis,Morris,4/15/1957
Marie,Swiss,6/29/1960
Pohua,Spell,8/22/1962
Janche,Comyn,1/4/1961
Fuqing,Bugrara,3/12/1958
Chanjung,Kumaresan,1/21/1960
Kirk,Ertl,12/14/1952
Mariangiola,Calkin,7/20/1959
Vatsa,Baik,4/23/1962
Honglan,Theuretzbacher,7/6/1954
Wuxu,Marshall,5/4/1956
Navid,Danecki,1/7/1963
Xiadong,Scallan,11/16/1955
Hein,Werthner,3/29/1958
Jinpo,Christianini,12/1/1954
Munenori,Holburn,2/12/1952
Taizo,Bugrara,3/30/1961
Ashish,Jording,9/13/1953
Rafael,Ghemri,7/3/1964
Hitomi,Stiles,12/19/1959
Baoqiu,Menhardt,7/6/1957
Gaetan,Bazzichi,11/28/1955
Sadegh,Daescu,6/14/1954
Ranga,Bach,1/11/1962
Piyawadee,Katiyar,12/23/1962
Christoph,Lambe,4/11/1953
Keiichiro,Dredge,3/11/1953
Ronnie,Bolotov,10/7/1958
Shigeo,Simmen,6/13/1954
Jiafu,Fadgyas,9/13/1959
Geoff,Panienski,3/19/1957
Wilmer,Adachi,7/7/1957
Satoru,Reeker,11/20/1956
Taisook,Schaaf,1/9/1963
Uinam,Garigliano,3/29/1958
Jeanne,Peir,10/21/1964
Margareta,Schlenzig,9/8/1955
Reinhold,Lammel,8/18/1952
Changho,Farris,12/24/1954
Candida,Perfilyeva,5/10/1953
Marko,Gecseg,4/5/1956
Randi,Bernick,7/23/1952
Hairong,Maginnis,12/2/1955
Koichi,Mateescu,2/26/1959
Ewing,Halevi,8/21/1963
Gina,Birke,5/6/1964
Sungwon,Schonegge,12/30/1956
Babette,Valette,7/20/1959
Weidon,Polajnar,8/25/1956
Aloys,Thummel,2/2/1954
Subhrajyoti,Christ,5/1/1953
Niranjan,Luders,6/17/1957
Rosalie,Swab,7/26/1953
Alper,Tramer,7/14/1952
Martien,Hitomi,4/25/1952
Miomir,Biron,2/20/1964
Chaitali,Ushiama,5/9/1956
Ravishankar,Radwan,6/9/1955
Arvin,Veevers,5/5/1954
Douadi,Sullins,1/10/1965
Garnik,Plumb,5/3/1957
Rosli,Delgrange,9/7/1959
Terresa,Kitsuregawa,6/8/1955
Michaela,Gimbel,1/9/1960
Shunichi,Glinert,8/7/1959
Petter,Perez,4/30/1959
Subhash,Unni,10/20/1963
Odysseas,Bruckman,8/26/1963
Tianruo,Ghalwash,10/25/1954
Kiyotoshi,Zeidenstein,2/22/1964
Eberhardt,Sidou,4/21/1952
Lucian,Rothenberg,4/2/1953
Babette,Armand,10/23/1953
Fumiya,Gunderson,3/2/1952
Mitsuyuki,Bojadziev,12/31/1955
Zhenhua,Bamford,12/16/1959
Mack,Brizzi,8/12/1957
Billie,Beerel,12/12/1954
Reinhard,McDermid,7/2/1953
Girolamo,Crelier,7/13/1953
Renee,Joslin,9/14/1960
Franziska,Backhouse,8/14/1963
Vasiliy,Karlin,10/20/1955
Spyrose,Baik,4/24/1952
Dipayan,Talmon,5/17/1957
Martins,Feinberg,5/29/1962
Pranav,Axelband,1/6/1959
Jeong,Frijda,9/6/1964
Eberhardt,Radivojevic,8/27/1953
Godehard,Renear,7/3/1959
Chrisa,Pettis,5/17/1963
Utpal,Norsworthy,6/15/1963
Leon,Halevi,8/13/1960
Sanjay,Iisaku,4/5/1954
Kasidit,Swen,8/14/1962
Alassane,Birjandi,8/9/1954
Xiong,McFarlin,5/6/1962
Martins,Morrey,2/16/1961
Subhankar,Rosch,10/10/1953
Moon,Glinert,7/16/1961
Katsuo,Cusworth,8/17/1955
Branimir,Emmart,10/24/1962
Honglan,Kilgore,3/9/1955
Kristen,Dolinsky,7/14/1956
Bader,Luck,8/9/1962
Duro,Kranzdorf,9/17/1959
Elvis,Grandbois,4/29/1954
Ashish,Kandlur,7/13/1960
Suvo,Bharadwaj,3/12/1959
Elzbieta,Soicher,6/1/1961
Munehiko,Menyhert,2/14/1960
Unal,Lukaszewicz,3/28/1954
Kazuhiko,Naumovich,8/1/1961
Gurbir,Terkki,5/12/1962
Berni,Morris,12/24/1960
Luerbio,Toyoshima,12/25/1962
Greger,Demri,4/11/1962
Akemi,Unni,9/10/1955
Kamakshi,Haumacher,12/29/1954
Masato,Jenevein,10/31/1964
Stepehn,Luders,5/4/1953
Dmitri,Steinauer,3/12/1957
Khun,Constantine,7/6/1959
Amalendu,Luks,12/12/1964
Shigenori,Chaudhuri,3/2/1957
Niranjan,Cannata,11/30/1964
Sreekrishna,Parfitt,2/28/1962
Neelam,Nishimukai,4/28/1961
Ohad,Leslie,4/12/1956
Zine,Merkl,7/8/1962
Magy,Swan,1/26/1955
Naftaly,Luga,5/24/1960
Christoph,Spell,11/2/1964
Herbert,Lieberherr,4/26/1959
Beshir,Hoogerwoord,1/11/1953
Dines,Hofting,12/8/1961
Taegyun,Larfeldt,1/27/1956
Armond,Bashian,12/28/1960
